title,description,recipeLink,keywords,ratingCount,ratingValue,recipeCategory,recipeCuisine,keywords_merged,recipeCategory_merged,recipeCuisine_merged,soup,imageLink
Bread and butter pudding,"An old-fashioned English bread and butter pudding that goes easy on the wallet. Day-old bread works best in this recipe.

Each serving provides 408 kcal, 12.5g protein, 44g carbohydrates (of which 20g sugars), 20g fat (of which 11g saturates), 2g fibre and 0.9g salt.",https://www.bbc.co.uk/food/recipes/breadandbutterpuddin_85936,"easy british, roast dinner, winter, bread and butter pudding, bread, nut free, pregnancy friendly, vegetarian, A Taste of My Life",49.0,4.5,Desserts,British,easybritish roastdinner winter breadandbutterpudding bread nutfree pregnancyfriendly vegetarian atasteofmylife,desserts,british,desserts british easybritish roastdinner winter breadandbutterpudding bread nutfree pregnancyfriendly vegetarian atasteofmylife,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/breadandbutterpuddin_85936_16x9.jpg
No-bake strawberry cheesecake,"This strawberry cheesecake is the summer dessert dreams are made of. Made with plenty of white chocolate, strawberries and cream. 

Based on eight servings, each portion provides 523 kcal, 6g protein, 29g carbohydrate (of which 18g sugars), 42g fat (of which 25g saturates), 3g fibre and 0.7g salt.",https://www.bbc.co.uk/food/recipes/no-bake_strawberry_30276,"berry, egg-free desserts, egg and flour free treats, flour-free baking, fruity desserts, no-bake cheesecakes, sumptuous strawberries, the best white chocolate, afternoon tea, barbecue, birthday party, dinner party, summer dinner, valentine's day, cheesecake, digestive biscuit, white chocolate, strawberry, egg free, pregnancy friendly, vegetarian",29.0,4.5,Desserts,American,berry egg-freedesserts eggandflourfreetreats flour-freebaking fruitydesserts no-bakecheesecakes sumptuousstrawberries thebestwhitechocolate afternoontea barbecue birthdayparty dinnerparty summerdinner valentine'sday cheesecake digestivebiscuit whitechocolate strawberry eggfree pregnancyfriendly vegetarian,desserts,american,desserts american berry egg-freedesserts eggandflourfreetreats flour-freebaking fruitydesserts no-bakecheesecakes sumptuousstrawberries thebestwhitechocolate afternoontea barbecue birthdayparty dinnerparty summerdinner valentine'sday cheesecake digestivebiscuit whitechocolate strawberry eggfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/no-bake_strawberry_30276_16x9.jpg
Minestrone,"This budget minestrone is the classic Italian soup made with cannellini beans and broken up spaghetti. Feel free to stir in extra vegetables, depending on what you have in the fridge. This is designed to be a low cost recipe.",https://www.bbc.co.uk/food/recipes/minestrone_23211,"cheap soups, budget dinners, cheap vegan dinners, cheap italian family favourites , eat the rainbow, eat the rainbow, filling soups, flexible, food for giving, healthy dinner, brighten up january, italian comfort food, veg-packed comfort food, under �4 family dinners, vegan comfort food, vegan food for winter, vegan lunchbox, vegetarian italian, vegetarian italian favourites, winter packed lunch ideas, winter soups, easy family dinners, student food, veganuary, Minestrone soup, cannellini beans, dairy free, egg free, healthy, nut free, pregnancy friendly, vegan, vegetarian, Great British Budget Menu",65.0,4.9,Light meals & snacks,Italian,cheapsoups budgetdinners cheapvegandinners cheapitalianfamilyfavourites eattherainbow eattherainbow fillingsoups flexible foodforgiving healthydinner brightenupjanuary italiancomfortfood veg-packedcomfortfood under�4familydinners vegancomfortfood veganfoodforwinter veganlunchbox vegetarianitalian vegetarianitalianfavourites winterpackedlunchideas wintersoups easyfamilydinners studentfood veganuary minestronesoup cannellinibeans dairyfree eggfree healthy nutfree pregnancyfriendly vegan vegetarian greatbritishbudgetmenu,lightmeals&snacks,italian,lightmeals&snacks italian cheapsoups budgetdinners cheapvegandinners cheapitalianfamilyfavourites eattherainbow eattherainbow fillingsoups flexible foodforgiving healthydinner brightenupjanuary italiancomfortfood veg-packedcomfortfood under�4familydinners vegancomfortfood veganfoodforwinter veganlunchbox vegetarianitalian vegetarianitalianfavourites winterpackedlunchideas wintersoups easyfamilydinners studentfood veganuary minestronesoup cannellinibeans dairyfree eggfree healthy nutfree pregnancyfriendly vegan vegetarian greatbritishbudgetmenu,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/minestrone_23211_16x9.jpg
Healthy spaghetti bolognese,"Use lean mince (about 4% fat or less) and whole wheat pasta to enjoy a healthy bolognese that you can feel 100% good about. 

This meal provides 413 kcal, 23g protein, 55.9g carbohydrate (of which 10.1g sugars), 11.2g fat (of which 3.6g saturates), 12.1g fibre and 0.8g salt per portion.",https://www.bbc.co.uk/food/recipes/healthyspaghettibolo_80401,"10 recipes every student should know, 500-calorie dinners, filling pasta , foods for energy, healthy pasta, healthy recipes for kids, healthy recipes to make and freeze, low-calorie comfort food, low salt pasta, lower-calorie pasta, making the most of mince, sleep-friendly, spaghetti on a shoestring, wholemeal meals, autumn, easy family dinners, healthy summer, recipes for kids, winter, Whole wheat pasta, beef mince, dairy free, egg free, healthy, nut free, pregnancy friendly",15.0,4.3,Main course,,10recipeseverystudentshouldknow 500-caloriedinners fillingpasta foodsforenergy healthypasta healthyrecipesforkids healthyrecipestomakeandfreeze low-caloriecomfortfood lowsaltpasta lower-caloriepasta makingthemostofmince sleep-friendly spaghettionashoestring wholemealmeals autumn easyfamilydinners healthysummer recipesforkids winter wholewheatpasta beefmince dairyfree eggfree healthy nutfree pregnancyfriendly,maincourse,nan,maincourse nan 10recipeseverystudentshouldknow 500-caloriedinners fillingpasta foodsforenergy healthypasta healthyrecipesforkids healthyrecipestomakeandfreeze low-caloriecomfortfood lowsaltpasta lower-caloriepasta makingthemostofmince sleep-friendly spaghettionashoestring wholemealmeals autumn easyfamilydinners healthysummer recipesforkids winter wholewheatpasta beefmince dairyfree eggfree healthy nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/healthyspaghettibolo_80401_16x9.jpg
Easiest ever banana cake,"Banana cake, aka banana bread, is one of the easiest cakes to make. Ever. This one is plain but you can jazz it up with your favourite fillings too. Check the tip at the bottom of the page to read how.
",https://www.bbc.co.uk/food/recipes/easiest_ever_banana_cake_42108,"all in one cakes, big night in banana bread challenge, cheap treats, easy cake, easy cakes for mother�s day, using up bananas, birthday party, father's day, mother's day, banana bread, banana, nut free, pregnancy friendly, vegetarian",165.0,4.6,Cakes and baking,British,allinonecakes bignightinbananabreadchallenge cheaptreats easycake easycakesformother�sday usingupbananas birthdayparty father'sday mother'sday bananabread banana nutfree pregnancyfriendly vegetarian,cakesandbaking,british,cakesandbaking british allinonecakes bignightinbananabreadchallenge cheaptreats easycake easycakesformother�sday usingupbananas birthdayparty father'sday mother'sday bananabread banana nutfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/easiest_ever_banana_cake_42108_16x9.jpg
Ten-minute tomato soup,"With no onions to chop or tomatoes to skin, this soup is quick, easy and delicious. In fact, it is one of my favourite family recipes, as I always have the ingredients in the cupboard.",https://www.bbc.co.uk/food/recipes/ten-minute_tomato_soup_10252,"quick, 15 minute meals, cheap soups, easiest ever easter menu, easy recipes with sun-dried tomatoes, easy soup, last-minute mother's day dinner, mary berry's easter, store cupboard, take a tin of tomatoes, using up pesto, dinner party, easy family dinners, lunch, summer dinner, tomato soup, chopped tomatoes, egg free, gluten free, pregnancy friendly, vegetarian, Mary Berry's Foolproof Cooking",19.0,4.8,Light meals & snacks,,quick 15minutemeals cheapsoups easiestevereastermenu easyrecipeswithsun-driedtomatoes easysoup last-minutemother'sdaydinner maryberry'seaster storecupboard takeatinoftomatoes usinguppesto dinnerparty easyfamilydinners lunch summerdinner tomatosoup choppedtomatoes eggfree glutenfree pregnancyfriendly vegetarian maryberry'sfoolproofcooking,lightmeals&snacks,nan,lightmeals&snacks nan quick 15minutemeals cheapsoups easiestevereastermenu easyrecipeswithsun-driedtomatoes easysoup last-minutemother'sdaydinner maryberry'seaster storecupboard takeatinoftomatoes usinguppesto dinnerparty easyfamilydinners lunch summerdinner tomatosoup choppedtomatoes eggfree glutenfree pregnancyfriendly vegetarian maryberry'sfoolproofcooking,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/ten-minute_tomato_soup_10252_16x9.jpg
Easy veggie chilli ,"This vegetarian chilli packs a real flavour punch and is super easy to make.

Each serving provides 509 kcal, 42g protein, 45g carbohydrates (of which 18g sugars), 15g fat (of which 6g saturates), 12g fibre and 1.5g salt.
",https://www.bbc.co.uk/food/recipes/meat-free_chilli_con_30042,"quick, perfectly portioned dinners, budget dinners, cheap 30-minute meals for four, easy veggie suppers , eat well for less, flask lunch ideas, healthy red meat swaps, healthy and quick budget dishes, healthy recipes to make and freeze, iron rich, quick and cheap dinners, quick mexican food, sleep-friendly, spice up humble ingredients, super speedy vegetarian recipes for the family, vegetarian mothering sunday mains, veggie comfort food, veggie family favourites, veggie favourites, winter packed lunch ideas, easy family dinners, student food, veggie chilli, egg free, nut free, pregnancy friendly, vegetarian, Eat Well for Less?",26.0,4.4,Main course,Mexican,quick perfectlyportioneddinners budgetdinners cheap30-minutemealsforfour easyveggiesuppers eatwellforless flasklunchideas healthyredmeatswaps healthyandquickbudgetdishes healthyrecipestomakeandfreeze ironrich quickandcheapdinners quickmexicanfood sleep-friendly spiceuphumbleingredients superspeedyvegetarianrecipesforthefamily vegetarianmotheringsundaymains veggiecomfortfood veggiefamilyfavourites veggiefavourites winterpackedlunchideas easyfamilydinners studentfood veggiechilli eggfree nutfree pregnancyfriendly vegetarian eatwellforless?,maincourse,mexican,maincourse mexican quick perfectlyportioneddinners budgetdinners cheap30-minutemealsforfour easyveggiesuppers eatwellforless flasklunchideas healthyredmeatswaps healthyandquickbudgetdishes healthyrecipestomakeandfreeze ironrich quickandcheapdinners quickmexicanfood sleep-friendly spiceuphumbleingredients superspeedyvegetarianrecipesforthefamily vegetarianmotheringsundaymains veggiecomfortfood veggiefamilyfavourites veggiefavourites winterpackedlunchideas easyfamilydinners studentfood veggiechilli eggfree nutfree pregnancyfriendly vegetarian eatwellforless?,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/meat-free_chilli_con_30042_16x9.jpg
Tandoori cod burger,"Nadiya's tandoori fish burger is flavoured with a masala mix and served with a zingy onion and cucumber salad, all sandwiched between slices of brioche. ",https://www.bbc.co.uk/food/recipes/tandoori_cod_burger_93602,"quick, alternative burgers, fast fish suppers, popular recipes with a twist, recipes for iftar, tasty tandoori, tv dinners, easy family dinners, father's day, summer dinner, burger, cod, nut free, pregnancy friendly, Nadiya's British Food Adventure",11.0,4.4,Light meals & snacks,Indian,quick alternativeburgers fastfishsuppers popularrecipeswithatwist recipesforiftar tastytandoori tvdinners easyfamilydinners father'sday summerdinner burger cod nutfree pregnancyfriendly nadiya'sbritishfoodadventure,lightmeals&snacks,indian,lightmeals&snacks indian quick alternativeburgers fastfishsuppers popularrecipeswithatwist recipesforiftar tastytandoori tvdinners easyfamilydinners father'sday summerdinner burger cod nutfree pregnancyfriendly nadiya'sbritishfoodadventure,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/tandoori_cod_burger_93602_16x9.jpg
Sardine bolognese,This sardine bolognese turns a few store-cupboard ingredients into a delicious meal for the whole family. ,https://www.bbc.co.uk/food/recipes/sardine_bolognese_26520,"quick, spaghetti bolognese, sardine, egg free, Saturday Kitchen",49.0,4.5,Main course,Italian,quick spaghettibolognese sardine eggfree saturdaykitchen,maincourse,italian,maincourse italian quick spaghettibolognese sardine eggfree saturdaykitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sardine_bolognese_26520_16x9.jpg
The Hairy Bikers' braised steak with gravy,"Braising steak is slow to cook but quick to prepare in this rich, traditional dish from The Hairy Bikers.",https://www.bbc.co.uk/food/recipes/braised_steak_with_gravy_24508,"how to braise meat, hairy bikers' comfort food, hairy bikers� weekend lunch, luxury weeknight meals, passover food ideas , proper pub grub, winter warmers, autumn, easy family dinners, st george's day, winter, beef stew, braising steak, dairy free, egg free, nut free, pregnancy friendly, The Hairy Bikers: Mums Know Best",58.0,4.7,Main course,British,howtobraisemeat hairybikers'comfortfood hairybikers�weekendlunch luxuryweeknightmeals passoverfoodideas properpubgrub winterwarmers autumn easyfamilydinners stgeorge'sday winter beefstew braisingsteak dairyfree eggfree nutfree pregnancyfriendly thehairybikers:mumsknowbest,maincourse,british,maincourse british howtobraisemeat hairybikers'comfortfood hairybikers�weekendlunch luxuryweeknightmeals passoverfoodideas properpubgrub winterwarmers autumn easyfamilydinners stgeorge'sday winter beefstew braisingsteak dairyfree eggfree nutfree pregnancyfriendly thehairybikers:mumsknowbest,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/braised_steak_with_gravy_24508_16x9.jpg
Warm spiced cauliflower and chickpea salad with pomegranate seeds,"This is one of my favourite suppers, although there�s nothing that says you can�t serve this as a vegetable side. And you could also bolster it further by crumbling in some feta. But for me, it is perfect just as it is.",https://www.bbc.co.uk/food/recipes/warm_spiced_cauliflower_36652,"quick, easy chickpea, clever cauliflower, easy vegan, full of beans , eat more fruit and veg for your gut , healthy packed lunches, make-ahead salads, prep-ahead meals, nigella's vegetarian favourites, nigella's vegetarian valentine's, quick vegetarian, vegan lunchbox, veggie lunchbox ideas , vibrant vegan dishes, winter packed lunch ideas, summer dinner, valentine's day, veganuary, warm salad, cauliflower, chickpea, dairy free, egg free, healthy, nut free, pregnancy friendly, vegan, vegetarian, Simply Nigella",24.0,4.9,Main course,,quick easychickpea clevercauliflower easyvegan fullofbeans eatmorefruitandvegforyourgut healthypackedlunches make-aheadsalads prep-aheadmeals nigella'svegetarianfavourites nigella'svegetarianvalentine's quickvegetarian veganlunchbox veggielunchboxideas vibrantvegandishes winterpackedlunchideas summerdinner valentine'sday veganuary warmsalad cauliflower chickpea dairyfree eggfree healthy nutfree pregnancyfriendly vegan vegetarian simplynigella,maincourse,nan,maincourse nan quick easychickpea clevercauliflower easyvegan fullofbeans eatmorefruitandvegforyourgut healthypackedlunches make-aheadsalads prep-aheadmeals nigella'svegetarianfavourites nigella'svegetarianvalentine's quickvegetarian veganlunchbox veggielunchboxideas vibrantvegandishes winterpackedlunchideas summerdinner valentine'sday veganuary warmsalad cauliflower chickpea dairyfree eggfree healthy nutfree pregnancyfriendly vegan vegetarian simplynigella,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/warm_spiced_cauliflower_36652_16x9.jpg
Stuffed vegetables,"When we were filming in Greece, stuffed vegetables was our favourite dish. It all stemmed from a brief lunch stop at the little fishing village of Astakos, where we asked what was for lunch at the first quayside caf� we came to. They said stuffed tomatoes and peppers, which had just come out of the oven. Straight from the oven when you are ravenously hungry is perfect. 

This meal, if served as 10 portions, provides 249kcal, 5g protein, 39g carbohydrate (of which 6g sugars),	7.5g fat (of which 1.5g saturates), 4g fibre and 0.2g salt per portion.",https://www.bbc.co.uk/food/recipes/stuffed_vegetables_56352,"a very veggie easter, british summer vegetables, healthy mediterranean , rick stein�s vegetarian, spice up humble ingredients, sunshine food, using fridge vegetables, vegan roast dinner, vegetarian mothering sunday mains, veggie crowd pleasers, veggie roast dinners , veggie traybakes, veg from the med, healthy summer, summer dinner, stuffed pepper, pepper, pepper, pepper, tomato, aubergine, courgette, courgette, dairy free, egg free, gluten free, healthy, nut free, pregnancy friendly, vegetarian, Rick Stein: From Venice to Istanbul",18.0,4.0,Main course,Greek,averyveggieeaster britishsummervegetables healthymediterranean rickstein�svegetarian spiceuphumbleingredients sunshinefood usingfridgevegetables veganroastdinner vegetarianmotheringsundaymains veggiecrowdpleasers veggieroastdinners veggietraybakes vegfromthemed healthysummer summerdinner stuffedpepper pepper pepper pepper tomato aubergine courgette courgette dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegetarian rickstein:fromvenicetoistanbul,maincourse,greek,maincourse greek averyveggieeaster britishsummervegetables healthymediterranean rickstein�svegetarian spiceuphumbleingredients sunshinefood usingfridgevegetables veganroastdinner vegetarianmotheringsundaymains veggiecrowdpleasers veggieroastdinners veggietraybakes vegfromthemed healthysummer summerdinner stuffedpepper pepper pepper pepper tomato aubergine courgette courgette dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegetarian rickstein:fromvenicetoistanbul,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/stuffed_vegetables_56352_16x9.jpg
Sweet potato and black bean burritos,"Tom Kerridge packs all the veggies into this delicious, smoky burrito recipe. Choose a non-dairy alternative to Greek-style yoghurt for a vegan version of these delicious burritos.

Each serving provides 685 kcal, 25g protein, 101g carbohydrates (of which 21g sugars), 22g fat (of which 5g saturates), 26g fibre and 1.5 salt.",https://www.bbc.co.uk/food/recipes/sweet_potato_and_black_27156,"vegetarian fresh start for the family, brilliant burritos, dairy-free recipes for kids, vegan carbohydrates, eat the rainbow, high fibre vegan, motivational vegetarian recipes for the family, new ways to 5-a-day, summery vegan, vegetarian family recipes for the confident cook, vegetarian wraps, veggie fast food , veggie meals, vibrant vegan dishes, winter vegetarian meals, wrap it up, summer dinner, veganuary, Burrito , sweet potato, dairy free, egg free, healthy, pregnancy friendly, vegan, vegetarian, Tom Kerridge's Lose Weight For Good",15.0,4.1,Main course,Mexican,vegetarianfreshstartforthefamily brilliantburritos dairy-freerecipesforkids vegancarbohydrates eattherainbow highfibrevegan motivationalvegetarianrecipesforthefamily newwaysto5-a-day summeryvegan vegetarianfamilyrecipesfortheconfidentcook vegetarianwraps veggiefastfood veggiemeals vibrantvegandishes wintervegetarianmeals wrapitup summerdinner veganuary burrito sweetpotato dairyfree eggfree healthy pregnancyfriendly vegan vegetarian tomkerridge'sloseweightforgood,maincourse,mexican,maincourse mexican vegetarianfreshstartforthefamily brilliantburritos dairy-freerecipesforkids vegancarbohydrates eattherainbow highfibrevegan motivationalvegetarianrecipesforthefamily newwaysto5-a-day summeryvegan vegetarianfamilyrecipesfortheconfidentcook vegetarianwraps veggiefastfood veggiemeals vibrantvegandishes wintervegetarianmeals wrapitup summerdinner veganuary burrito sweetpotato dairyfree eggfree healthy pregnancyfriendly vegan vegetarian tomkerridge'sloseweightforgood,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sweet_potato_and_black_27156_16x9.jpg
One-step no-churn coffee ice cream,"I�m almost embarrassed at how easy this is but, as you will find out, simple though it is to make, its flavour is deep, complex and utterly compelling. ",https://www.bbc.co.uk/food/recipes/one-step_no-churn_coffee_88525,"recipes using coffee, easy ice cream, classic ice cream, easy father�s day, festive puds, no-churn ice creams, barbecue, birthday party, father's day, party food, valentine's day, ice cream, double cream, egg free, vegetarian, spring, summer, autumn, Nigellissima",48.0,4.5,Desserts,Italian,recipesusingcoffee easyicecream classicicecream easyfather�sday festivepuds no-churnicecreams barbecue birthdayparty father'sday partyfood valentine'sday icecream doublecream eggfree vegetarian spring summer autumn nigellissima,desserts,italian,desserts italian recipesusingcoffee easyicecream classicicecream easyfather�sday festivepuds no-churnicecreams barbecue birthdayparty father'sday partyfood valentine'sday icecream doublecream eggfree vegetarian spring summer autumn nigellissima,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/one-step_no-churn_coffee_88525_16x9.jpg
Chicken stroganoff,"An easy chicken stroganoff recipe that�s on the table in less than half an hour. Serve with rice, pasta or mashed potatoes. 

Each serving provides 356 kcal, 34g protein, 9g carbohydrates (of which 8g sugars), 20g fat (of which 11g saturates), 2.5g fibre and 0.4g salt. ",https://www.bbc.co.uk/food/recipes/chicken_stroganoff_05255,"quick, healthy family meals, lower-cal and creamy, autumn, easy family dinners, spring recipes , winter, chicken stew, chicken breast, egg free, nut free, pregnancy friendly",17.0,4.7,Main course,East European,quick healthyfamilymeals lower-calandcreamy autumn easyfamilydinners springrecipes winter chickenstew chickenbreast eggfree nutfree pregnancyfriendly,maincourse,easteuropean,maincourse easteuropean quick healthyfamilymeals lower-calandcreamy autumn easyfamilydinners springrecipes winter chickenstew chickenbreast eggfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/chicken_stroganoff_05255_16x9.jpg
Mary Berry's banana bread,"Mary Berry's banana bread recipe is small, but perfectly formed and loaded with chocolate chips. You can double this classic loaf cake recipe if you have lots of bananas to use up.",https://www.bbc.co.uk/food/recipes/banana_and_chocolate_74784,"back to basics, bake sale ideas, baking with children, big night in banana bread challenge, breakfast in bed, easy cake, the best cake, festival, mary berry's easy cakes, afternoon tea, birthday party, recipes for kids, spring recipes , student food, banana bread, banana, dark chocolate, nut free, pregnancy friendly, vegetarian, The Great Sport Relief Bake Off",139.0,4.3,Cakes and baking,British,backtobasics bakesaleideas bakingwithchildren bignightinbananabreadchallenge breakfastinbed easycake thebestcake festival maryberry'seasycakes afternoontea birthdayparty recipesforkids springrecipes studentfood bananabread banana darkchocolate nutfree pregnancyfriendly vegetarian thegreatsportreliefbakeoff,cakesandbaking,british,cakesandbaking british backtobasics bakesaleideas bakingwithchildren bignightinbananabreadchallenge breakfastinbed easycake thebestcake festival maryberry'seasycakes afternoontea birthdayparty recipesforkids springrecipes studentfood bananabread banana darkchocolate nutfree pregnancyfriendly vegetarian thegreatsportreliefbakeoff,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/banana_and_chocolate_74784_16x9.jpg
Microwave butternut squash risotto,"This Eat Well for Less microwave risotto is easy, quick and delicious. All you need is 15 minutes. 

Each serving provides 418 kcal, 13g protein, 75g carbohydrates (of which 10g sugars), 6g fat (of which 3g saturates), 6g fibre and 0.4g salt.",https://www.bbc.co.uk/food/recipes/microwave_butternut_99796,"quick, 5-ingredient family dinners , affordable 30-minute meals for two , cheap 30-minute meals for four, cheap and cheerful family favourites, easy, healthy meals for two, microwave recipes , surprisingly cheap dishes, vegetarian risotto, lunch, risotto, risotto rice, butternut squash, egg free, healthy, nut free, pregnancy friendly, vegetarian, Eat Well for Less?",15.0,4.9,Main course,,quick 5-ingredientfamilydinners affordable30-minutemealsfortwo cheap30-minutemealsforfour cheapandcheerfulfamilyfavourites easy healthymealsfortwo microwaverecipes surprisinglycheapdishes vegetarianrisotto lunch risotto risottorice butternutsquash eggfree healthy nutfree pregnancyfriendly vegetarian eatwellforless?,maincourse,nan,maincourse nan quick 5-ingredientfamilydinners affordable30-minutemealsfortwo cheap30-minutemealsforfour cheapandcheerfulfamilyfavourites easy healthymealsfortwo microwaverecipes surprisinglycheapdishes vegetarianrisotto lunch risotto risottorice butternutsquash eggfree healthy nutfree pregnancyfriendly vegetarian eatwellforless?,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/microwave_butternut_99796_16x9.jpg
British beef Raj curry,"This beef curry is a version of a childhood memory of one of Rick Stein�s mum�s curries. The curry is finished with sultanas and desiccated coconut. Serve with chutney, salted fish and poppadoms.",https://www.bbc.co.uk/food/recipes/british_beef_raj_curry_70957,"beef curry, steak, egg free, pregnancy friendly, Rick Stein's India",25.0,4.4,Main course,Indian,beefcurry steak eggfree pregnancyfriendly rickstein'sindia,maincourse,indian,maincourse indian beefcurry steak eggfree pregnancyfriendly rickstein'sindia,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/british_beef_raj_curry_70957_16x9.jpg
Perfect roast potatoes,"Fluffy inside, crunchy outside, these roast potatoes are a perfect sidekick to any roast dinner. (They're even better the next day, eaten straight from the fridge!)

Each serving provides 389 kcal, 7g protein, 65g carbohydrates (of which 3g sugars), 9.5g fat (of which 4g saturates), 7g fibre and 0.3g salt.",https://www.bbc.co.uk/food/recipes/roastpotatoes_92811,"christmas dinner, christmas sides, classic sunday roasts, traditional roast beef dinner, easter sides, easy christmas, make ahead christmas, passover food ideas , perfect potato sides, potato favourites, step into spring, traditional thanksgiving menu, autumn, christmas, mother's day, passover, roast dinner, spring recipes , st george's day, thanksgiving, winter, roast potatoes, floury potato, dairy free, egg free, gluten free, nut free, pregnancy friendly",16.0,4.2,Side dishes,British,christmasdinner christmassides classicsundayroasts traditionalroastbeefdinner eastersides easychristmas makeaheadchristmas passoverfoodideas perfectpotatosides potatofavourites stepintospring traditionalthanksgivingmenu autumn christmas mother'sday passover roastdinner springrecipes stgeorge'sday thanksgiving winter roastpotatoes flourypotato dairyfree eggfree glutenfree nutfree pregnancyfriendly,sidedishes,british,sidedishes british christmasdinner christmassides classicsundayroasts traditionalroastbeefdinner eastersides easychristmas makeaheadchristmas passoverfoodideas perfectpotatosides potatofavourites stepintospring traditionalthanksgivingmenu autumn christmas mother'sday passover roastdinner springrecipes stgeorge'sday thanksgiving winter roastpotatoes flourypotato dairyfree eggfree glutenfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/roastpotatoes_92811_16x9.jpg
Mary Berry's Christmas pudding,"Loaded with big pieces of fruit, Mary Berry's Christmas pudding recipe with brandy butter will win over the harshest critics.

Equipment and preparation: You will need a 1.4 litre/2� pint pudding basin",https://www.bbc.co.uk/food/recipes/traditional_christmas_38771,"classic christmas, mary berry's christmas, christmas desserts, stir-up sunday, christmas, Christmas pudding, dried mixed fruit, vegetarian, winter, The Great British Bake Off",22.0,4.5,Desserts,British,classicchristmas maryberry'schristmas christmasdesserts stir-upsunday christmas christmaspudding driedmixedfruit vegetarian winter thegreatbritishbakeoff,desserts,british,desserts british classicchristmas maryberry'schristmas christmasdesserts stir-upsunday christmas christmaspudding driedmixedfruit vegetarian winter thegreatbritishbakeoff,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/traditional_christmas_38771_16x9.jpg
Chilli con carne,"This is a really easy chilli con carne recipe. It has loads of flavour even though it uses mostly store cupboard ingredients.You can experiment with how hot it is by leaving the seeds in the fresh chillies or adding a pinch of dried chilli flakes. 

Each serving provides  420 kcal, 43g protein, 22g carbohydrates (of which 9.5g sugars), 12g fat (of which 4g saturates), 9.5g fibre and 1g salt.",https://www.bbc.co.uk/food/recipes/chilliconcarne_67875,"easy crowd-pleasers, flask lunch ideas, food for giving, healthy recipes to make and freeze, winter warmers, autumn, bonfire night, easy family dinners, student food, summer dinner, winter, chilli con carne, beef mince, dairy free, egg free, nut free",63.0,4.6,Main course,Mexican,easycrowd-pleasers flasklunchideas foodforgiving healthyrecipestomakeandfreeze winterwarmers autumn bonfirenight easyfamilydinners studentfood summerdinner winter chilliconcarne beefmince dairyfree eggfree nutfree,maincourse,mexican,maincourse mexican easycrowd-pleasers flasklunchideas foodforgiving healthyrecipestomakeandfreeze winterwarmers autumn bonfirenight easyfamilydinners studentfood summerdinner winter chilliconcarne beefmince dairyfree eggfree nutfree,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/chilliconcarne_67875_16x9.jpg
Pork and chickpea stew ,"An easy pork and chickpea stew that looks as though you slaved over it all afternoon but it only takes 30 minutes! Full of hearty flavour and everything all in one pot!

See the tip at the bottom of the recipe for how to make a veggie version, too.",https://www.bbc.co.uk/food/recipes/pork_and_chickpea_stew_81433,"quick, affordable 30-minute meals for four, budget dinners, cheap stews , easy and cheap one pots, easy crowd-pleasers, easy pork, easy stew, easy stew, flask lunch ideas, healthy family meals, one-pot wonders, perfect pulses, autumn, easy family dinners, student food, winter, stew, pork fillet, dairy free, egg free, nut free, pregnancy friendly",19.0,4.6,Main course,,quick affordable30-minutemealsforfour budgetdinners cheapstews easyandcheaponepots easycrowd-pleasers easypork easystew easystew flasklunchideas healthyfamilymeals one-potwonders perfectpulses autumn easyfamilydinners studentfood winter stew porkfillet dairyfree eggfree nutfree pregnancyfriendly,maincourse,nan,maincourse nan quick affordable30-minutemealsforfour budgetdinners cheapstews easyandcheaponepots easycrowd-pleasers easypork easystew easystew flasklunchideas healthyfamilymeals one-potwonders perfectpulses autumn easyfamilydinners studentfood winter stew porkfillet dairyfree eggfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/pork_and_chickpea_stew_81433_16x9.jpg
