id,recipe_id,ingredient_name,Quantity,Comment,Wrong_Name,Column1,_1,_2,_3,_4,_5
72015,5401,nutmeg,� tsp finely grated,,FALSO,,,,,,
72016,5401,egg,1 medium free-range,beaten,FALSO,,,,,,
72017,5401,sea salt,1 tsp, flakes,FALSO,,,,,,
72018,5401,black pepper,freshly ground,,FALSO,,,,,,
72019,5401,prunes,8 ready-to-eat,,FALSO,,,,,,
72020,5401,plain flour,425g/15oz,plus extra for dusting,FALSO,,,,,,
72021,5401,black pepper,� tsp freshly ground,,FALSO,,,,,,
72022,5401,butter,50g/2oz chilled,"cut into cubes, plus extra, softened, for greasing",FALSO,,,,,,
72023,5401,lard,150g/5oz chilled,cut into cubes,FALSO,,,,,,
72024,5401,water,150ml/5fl oz,,VERDADEIRO,,,,,,
72025,5401,sea salt,2 tsp, flakes,FALSO,,,,,,
72026,5401,egg,1 free-range,"beaten, for glazing",FALSO,,,,,,
72027,5402,prawns,600g/1lb 5oz raw tiger,shell on,FALSO,,,,,,
72028,5402,langoustines,600g/1lb 5oz raw,shell on,FALSO,,,,,,
72029,5402,egg yolks,2 free-range,,FALSO,,,,,,
72030,5402,Dijon mustard,1 tsp,,FALSO,,,,,,
72031,5402,vegetable oil,300ml/10fl oz,,FALSO,,,,,,
72032,5402,Worcestershire sauce,1 tsp,,FALSO,,,,,,
72033,5402,Tabasco,4 dashes, sauce,FALSO,,,,,,
72034,5402,brandy,25ml/1fl oz,,FALSO,,,,,,
72035,5402,ketchup,50ml/2fl oz tomato,,FALSO,,,,,,
72036,5402,salt,,,VERDADEIRO,,,,,,
72037,5402,lemon,1,,FALSO,,,,,,
72038,5402,lettuce,3 heads Little Gem,leaves separated,FALSO,,,,,,
72039,5402,French dressing,2 tbsp,,FALSO,,,,,,
72040,5402,cayenne pepper,� tsp,,FALSO,,,,,,
72041,5402,mustard cress,2 tbsp,,FALSO,,,,,,
72042,5402,brown bread,8 slices buttered,,FALSO,,,,,,
72043,5403,lard,40g/1�oz,,FALSO,,,,,,
72044,5403,butter,40g/1�oz,,FALSO,,,,,,
72045,5403,plain flour,175g/6oz,,FALSO,,,,,,
72046,5403,salt,pinch of,,FALSO,,,,,,
72047,5403,egg,1 free-range,beaten with a drop of milk,FALSO,,,,,,
72048,5403,onion,1 small,chopped,FALSO,,,,,,
72049,5403,butter,1 tbsp oil or,,FALSO,,,,,,
72050,5403,bread,1 thick slice,,FALSO,,,,,,
72051,5403,roast beef,125g/4�oz,or other cooked meat,FALSO,,,,,,
72052,5403,gravy,leftover,,FALSO,,,,,,
72053,5403,sea salt,,,VERDADEIRO,,,,,,
72054,5404,butter,50g/1�oz unsalted,,FALSO,,,,,,
72055,5404,shallot,1 banana,finely chopped,FALSO,,,,,,
72056,5404,courgettes,150g/5oz,"trimmed, cut into 1cm/�in cubes",FALSO,,,,,,
72057,5404,fennel,1," bulb, cut into 1cm/�in cubes, leafy fronds reserved",FALSO,,,,,,
72058,5404,carrots,150g/5oz,"peeled, cut into 1cm/�in cubes",FALSO,,,,,,
72059,5404,celery,100g/3�oz," stems, trimmed, cut into 1cm/�in cubes",FALSO,,,,,,
72060,5404,radishes,8,"trimmed, cut in half from top to base",FALSO,,,,,,
72061,5404,mussels,500g/1lb 2oz,"rinsed, scrubbed, beards removed (discard any",FALSO,,,,,,
72062,5404,white wine,150ml/5fl oz,,FALSO,,,,,,
72063,5404,vegetable stock,750ml/1� pints,,FALSO,,,,,,
72064,5404,mint,2 tbsp chopped fresh," leaves, stalks reserved",FALSO,,,,,,
72065,5404,dill,2 tbsp chopped fresh," fronds, stalks reserved",FALSO,,,,,,
72066,5404,tarragon,2 tbsp chopped fresh," leaves, stalks reserved",FALSO,,,,,,
72067,5404,parsley,2 tbsp chopped fresh flatleaf," leaves, stalks reserved",FALSO,,,,,,
72068,5404,watercress,2 tbsp chopped fresh," leaves, stalks reserved",FALSO,,,,,,
72069,5404,basil,2 tbsp chopped fresh, leaves,FALSO,,,,,,
72070,5404,shallot,1 large,roughly chopped,FALSO,,,,,,
72071,5404,anchovies,6,"drained, roughly chopped",FALSO,,,,,,
72072,5404,capers,2 tbsp,drained and rinsed,FALSO,,,,,,
72073,5404,lemon,�,juice only,FALSO,,,,,,
72074,5404,Dijon mustard,1 tsp,,FALSO,,,,,,
72075,5404,olive oil,4 tbsp extra virgin,,FALSO,,,,,,
72076,5404,salt,,,VERDADEIRO,,,,,,
72077,5405,butter,140g/5oz cold,diced,FALSO,,,,,,
72078,5405,plain flour,225g/8oz,,FALSO,,,,,,
72079,5405,ground almonds,50g/2oz,,FALSO,,,,,,
72080,5405,caster sugar,50g/2oz golden,,FALSO,,,,,,
72081,5405,orange,1,zest only,FALSO,,,,,,
72082,5405,salt,pinch of,,FALSO,,,,,,
72083,5405,egg yolk,1,,FALSO,,,,,,
72084,5405,water,1-2 tsp,cold,VERDADEIRO,,,,,,
72085,5405,mincemeat,280g/10oz good quality,,FALSO,,,,,,
72086,5405,egg,1,beaten,FALSO,,,,,,
72087,5405,icing sugar,, for dusting,FALSO,,,,,,
72088,5406,sugar,55g/2oz,,FALSO,,,,,,
72089,5406,water,55ml/7fl oz,,VERDADEIRO,,,,,,
72090,5406,plain chocolate,200g/7oz,broken in pieces,VERDADEIRO,,,,,,
72091,5406,golden syrup,1 tbsp,,FALSO,,,,,,
72092,5406,pineapple,"selection of fruits cut in bite-sized pieces such as orange, banana, grapes, dates or",.,FALSO,,,,,,
72093,5407,margarine,100g/3�oz soya, (or whatever kind of butter you like),FALSO,,,,,,
72094,5407,banana,1 large ripe,,FALSO,,,,,,
72095,5407,lemons,2 large,finely grated rind and juice only,FALSO,,,,,,
72096,5407,prunes,100g/3�oz soft,stoned and halved,FALSO,,,,,,
72097,5407,raisins,75g/3oz,,FALSO,,,,,,
72098,5407,sultanas,75g/3oz,,FALSO,,,,,,
72099,5407,currants,75g/3oz,,FALSO,,,,,,
72100,5407,dried apricots,150g/5oz soft,chopped in fairly large pieces,FALSO,,,,,,
72101,5407,peel,50g/2oz mixed,,FALSO,,,,,,
72102,5407,sunflower seeds,"75g/2�oz walnuts, halved and 25g/�oz hazelnuts, chopped OR 75g/3oz large pumpkin seeds and 25g/�oz",,FALSO,,,,,,
72103,5407,baking powder,2 eggs (or 2 level tsp gluten-free, to make an egg-free cake),FALSO,,,,,,
72104,5407,rice flour,75g/2�oz coarse polenta and 75g/2�oz, and 1 level tsp xanthan gum OR 150g gluten-free flour that already includes xanthan gum,FALSO,,,,,,
72105,5407,nutmeg,2 heaped tsp ground,,FALSO,,,,,,
72106,5407,cinnamon,1 heaped tsp ground,,FALSO,,,,,,
72107,5407,ground ginger,1 heaped tsp,,FALSO,,,,,,
72108,5407,cloves,� teaspoon ground,,FALSO,,,,,,
72109,5407,brandy,2 tbsp, (optional),FALSO,,,,,,
72110,5408,sugar,50g/1�oz light muscovado,,FALSO,,,,,,
72111,5408,sugar,50g/1�oz dark muscovado,,FALSO,,,,,,
72112,5408,golden syrup,50g/1�oz,,FALSO,,,,,,
72113,5408,butter,150g/5�oz,roughly chopped,FALSO,,,,,,
72114,5408,egg,1 medium free-range, (at room temperature),FALSO,,,,,,
72115,5408,plain flour,300g/10�oz,,FALSO,,,,,,
72116,5408,ground ginger,1 tbsp,,FALSO,,,,,,
72117,5408,mixed spice,1 tbsp ground,,FALSO,,,,,,
72118,5408,chocolate,50g/1�oz,melted,FALSO,,,,,,
72119,5408,strawberries,freeze dried,/raspberries,FALSO,,,,,,
72120,5408,edible glitter,,optional,VERDADEIRO,,,,,,
72121,5408,strawberry,20, laces,FALSO,,,,,,
72122,5409,butter,75g/3oz unsalted,,FALSO,,,,,,
72123,5409,digestive biscuits,200g/7oz,,FALSO,,,,,,
72124,5409,brown sugar,150g/5�oz light muscovado or soft,,FALSO,,,,,,
72125,5409,butter,150g/5�oz unsalted,,FALSO,,,,,,
72126,5409,condensed milk,1 x 397g can,,FALSO,,,,,,
72127,5409,sea salt,pinch, flakes,FALSO,,,,,,
72128,5409,bananas,2 ripe,,FALSO,,,,,,
72129,5409,whipping cream,150ml/� pt double or,,FALSO,,,,,,
72130,5409,milk chocolate,100g/3�oz bar,grated,FALSO,,,,,,
72131,5410,chocolate,150g/6oz," oat biscuits, crushed",FALSO,,,,,,
72132,5410,butter,75g/3oz,,FALSO,,,,,,
72133,5410,honey,2 tbsp clear,,FALSO,,,,,,
72134,5410,bananas,4,peeled and cut into chunks,FALSO,,,,,,
72135,5410,cream cheese,400g/14oz,,FALSO,,,,,,
72136,5410,icing sugar,4 tbsp,,FALSO,,,,,,
72137,5410,maple syrup,1 tbsp,,FALSO,,,,,,
72138,5410,dulce de leche,1 x 225g/8oz, or canned caramel,FALSO,,,,,,
72139,5410,butter,40g/1�oz,,FALSO,,,,,,
72140,5410,double cream,175ml/7fl oz,,FALSO,,,,,,
72141,5410,milk chocolate,225g/8oz,roughly chopped,FALSO,,,,,,
72142,5411,aubergines,4 large,,FALSO,,,,,,
72143,5411,garlic,2," cloves, chopped",FALSO,,,,,,
72144,5411,onion,1 small white,diced,FALSO,,,,,,
72145,5411,tomatoes,6,diced,FALSO,,,,,,
72146,5411,rosemary,1 small sprig of fresh,,FALSO,,,,,,
72147,5411,thyme,1 small sprig of fresh,,FALSO,,,,,,
72148,5411,olive oil,virgin,,FALSO,,,,,,
72149,5411,salt,,,VERDADEIRO,,,,,,
72150,5411,walnuts,60g/2�oz,,FALSO,,,,,,
72151,5411,breadcrumbs,50g/2oz toasted fresh,,FALSO,,,,,,
72152,5411,Roquefort,200g/8oz, (or similar blue raw milk sheep�s cheese),FALSO,,,,,,
72153,5411,olive oil,4 tbsp,,FALSO,,,,,,
72154,5411,onion,1 medium,very finely sliced,FALSO,,,,,,
72155,5411,garlic,1," clove, coarsely chopped",FALSO,,,,,,
72156,5411,tomatoes,1 x 400g tin good-quality,,FALSO,,,,,,
72157,5411,basil,10 small fresh," leaves, shredded",FALSO,,,,,,
72158,5411,oregano,fresh chopped,,FALSO,,,,,,
72159,5412,couscous,150g/5�oz,,FALSO,,,,,,
72160,5412,vegetable stock,150ml/5fl oz hot fresh,,FALSO,,,,,,
72161,5412,pepper,"1 each red, yellow and green","cored, seeds removed, cut into 2cm/�in slices",FALSO,,,,,,
72162,5412,red onion,1 large,cut into wedges,FALSO,,,,,,
72163,5412,courgette,1,sliced into thick rounds,FALSO,,,,,,
72164,5412,olive oil,, spray,FALSO,,,,,,
72165,5412,halloumi,250g/9oz block,,FALSO,,,,,,
72166,5412,salt,,,VERDADEIRO,,,,,,
72167,5412,red wine vinegar,2 tbsp,,FALSO,,,,,,
72168,5412,garlic,1 tsp, powder,FALSO,,,,,,
72169,5412,herbes de Provence,� tsp dried,,FALSO,,,,,,
72170,5412,dried Italian herb mix,� tsp,,VERDADEIRO,,,,,,
72171,5412,granulated sweetener,1 tsp,,VERDADEIRO,,,,,,
72172,5412,sea salt,1 tsp, flakes,FALSO,,,,,,
72173,5412,cornflour,1 tbsp,mixed to a paste with 1 tbsp water,FALSO,,,,,,
72174,5412,parsley,2 tbsp finely chopped  flatleaf, leaves,FALSO,,,,,,
72175,5412,basil,, and mint leaves,FALSO,,,,,,
72176,5412,chilli,1 red,"seeds removed, sliced on an angle",FALSO,,,,,,
72177,5413,chicken legs,"3 chicken carcasses, plus 6",,FALSO,,,,,,
72178,5413,water,2.5 litres/4 pints 8fl oz,,VERDADEIRO,,,,,,
72179,5413,carrots,3,"peeled, chopped",FALSO,,,,,,
72180,5413,celery,2," stalks, trimmed, chopped",FALSO,,,,,,
72181,5413,leek,1 large,"trimmed, sliced",FALSO,,,,,,
72182,5413,onions,2 large,"peeled, chopped",FALSO,,,,,,
72183,5413,bay leaves,2 fresh,,FALSO,,,,,,
72184,5413,thyme,1 small bunch fresh,,FALSO,,,,,,
72185,5413,peppercorns,1 tsp black,,FALSO,,,,,,
72186,5413,salt,1 tsp, flakes,FALSO,,,,,,
72187,5413,rice noodles,150g/5oz,,FALSO,,,,,,
72188,5413,parsley,1 tbsp chopped fresh,,FALSO,,,,,,
72189,5413,chives,1-2 tbsp chopped fresh,to serve,FALSO,,,,,,
72190,5414,olive oil,1 tbsp,,FALSO,,,,,,
72191,5414,shallots,2,finely chopped,FALSO,,,,,,
72192,5414,thyme,3 sprigs,leaves only,FALSO,,,,,,
72193,5414,garlic,1," clove, crushed",FALSO,,,,,,
72194,5414,nutmeg,pinch freshly grated,,FALSO,,,,,,
72195,5414,allspice,� tsp ground,,FALSO,,,,,,
72196,5414,orange,1,zest only,FALSO,,,,,,
72197,5414,salt,,,VERDADEIRO,,,,,,
72198,5414,chicken livers,400g/14oz,"trimmed of any membrane and gristle, roughly chopped",FALSO,,,,,,
72199,5414,brandy,50ml/2fl oz,,FALSO,,,,,,
72200,5414,double cream,100ml/3�fl oz,,FALSO,,,,,,
72201,5414,butter,120g/4�oz unsalted,cubed,FALSO,,,,,,
72202,5414,butter,80g/3oz unsalted,,FALSO,,,,,,
72203,5414,mace,pinch ground,,FALSO,,,,,,
72204,5414,orange,�,zest only,FALSO,,,,,,
72205,5414,thyme,2 sprigs,leaves only,FALSO,,,,,,
72206,5415,vegetable oil,1 tbsp,plus extra for frying,FALSO,,,,,,
72207,5415,onions,2 large,thinly sliced into half moons,FALSO,,,,,,
72208,5415,garlic,1," bulb, cloves peeled and smashed",FALSO,,,,,,
72209,5415,cinnamon,1 tsp ground,,FALSO,,,,,,
72210,5415,tamarind,3 tbsp, paste,FALSO,,,,,,
72211,5415,chopped tomatoes,2 x 400g tins,,FALSO,,,,,,
72212,5415,honey,4 tbsp runny,,FALSO,,,,,,
72213,5415,aubergines,6,halved and cut into large wedges,FALSO,,,,,,
72214,5415,salt,,,VERDADEIRO,,,,,,
72215,5415,halloumi,250g/9oz,,FALSO,,,,,,
72216,5415,harissa,2 tbsp rose,,FALSO,,,,,,
72217,5415,honey,2 tbsp runny,,FALSO,,,,,,
72218,5415,lime,1,juice only,FALSO,,,,,,
72219,5415,basmati rice,180g/6�oz,,FALSO,,,,,,
72220,5415,vegetable oil,1 tbsp,,FALSO,,,,,,
72221,5415,garlic,� large," bulb, cloves peeled and thinly sliced",FALSO,,,,,,
72222,5415,saffron,pinch,,FALSO,,,,,,
72223,5415,dill,50g/1�oz fresh,finely chopped,FALSO,,,,,,
72224,5415,butter,50g/1�oz unsalted,diced,FALSO,,,,,,
72225,5415,peas,200g/7oz frozen,,FALSO,,,,,,
72226,5415,salt,,,VERDADEIRO,,,,,,
72227,5415,flatbreads,4 ,to serve,VERDADEIRO,,,,,,
72228,5416,Parma ham,8 slices,,FALSO,,,,,,
72229,5416,soft goats� cheese,8-10 tsp,,VERDADEIRO,,,,,,
72230,5416,rocket,1 x 70g/2�oz bag,,FALSO,,,,,,
72231,5416,salt,,,VERDADEIRO,,,,,,
72232,5416,gherkins,8 medium,quartered,FALSO,,,,,,
72233,5417,brown rice,150g/5�oz short grain,,FALSO,,,,,,
72234,5417,ginger,5cm/2in piece fresh root,peeled,FALSO,,,,,,
72235,5417,radishes,4�6,"cut into quarters or eighths lengthways, depending on their size.",FALSO,,,,,,
72236,5417,soy sauce,1� tbsp tamari or,,FALSO,,,,,,
72237,5417,vinegar,1 tsp cloudy apple cider,,FALSO,,,,,,
72238,5417,seeds,4 tbsp mixed,"such as pumpkin, sunflower, sesame",FALSO,,,,,,
72239,5417,fresh coriander,3�4 tbsp chopped,,FALSO,,,,,,
72240,5417,avocado,1 small ripe,,FALSO,,,,,,
72241,5418,yeast,� tsp active dry,,FALSO,,,,,,
72242,5418,spelt flour,285g/9�oz white,plus extra for dusting,FALSO,,,,,,
72243,5418,salt,� tsp Himalayan pink,,FALSO,,,,,,
72244,5418,olive oil,1 tbsp,,FALSO,,,,,,
72245,5418,onion,1,chopped,FALSO,,,,,,
72246,5418,garlic,1," clove, finely chopped",FALSO,,,,,,
72247,5418,capers,2 tbsp,rinsed and drained,FALSO,,,,,,
72248,5418,dried chilli,pinch, flakes,FALSO,,,,,,
72249,5418,tomatoes,300g/10�oz,deseeded and finely chopped,FALSO,,,,,,
72250,5418,oregano,1 tbsp fresh, or 1 tsp dried,FALSO,,,,,,
72251,5418,artichoke,2 canned," hearts, thinly sliced",FALSO,,,,,,
72252,5418,basil,2," leaves, shredded",FALSO,,,,,,
72253,5418,mozzarella,20g/�oz buffalo,torn into small pieces,FALSO,,,,,,
72254,5418,courgette,15g/�oz,thinly sliced,FALSO,,,,,,
72255,5418,lemon,3 strips of," rind, finely sliced",FALSO,,,,,,
72256,5418,feta,15g/�oz,crumbled,FALSO,,,,,,
72257,5418,fennel,10g/1/3oz,thinly sliced,FALSO,,,,,,
72258,5418,sweet potato,15g/�oz,thinly sliced,FALSO,,,,,,
72259,5418,hard goats� cheese,6g/�oz,grated,VERDADEIRO,,,,,,
72260,5418,garlic,3," cloves, roasted and squeezed out of the skins",FALSO,,,,,,
72261,5418,beetroot,7g/�oz,thinly sliced,FALSO,,,,,,
72262,5418,feta,10g/�oz,crumbled,FALSO,,,,,,
72263,5419,cauliflower,1 head,trimmed and broken into florets,FALSO,,,,,,
72264,5419,bacon,250g/9oz smoked streaky,cut into 1cm/�in strips,FALSO,,,,,,
72265,5419,chestnut mushrooms,250g/9oz,finely sliced,FALSO,,,,,,
72266,5419,butter,25g/1oz,,FALSO,,,,,,
72267,5419,plain flour,50g/2oz,,FALSO,,,,,,
72268,5419,milk,250ml/9fl oz full-fat,,FALSO,,,,,,
72269,5419,English mustard,pinch, powder,FALSO,,,,,,
72270,5419,gruy�re,200g/7oz," cheese, grated",FALSO,,,,,,
72271,5419,double cream,55ml/2fl oz,,FALSO,,,,,,
72272,5419,salt,,,VERDADEIRO,,,,,,
72273,5419,nutmeg,pinch ground,,FALSO,,,,,,
72274,5419,breadcrumbs,50g/2oz ciabatta,,FALSO,,,,,,
72275,5419,parmesan,50g/2oz," cheese, finely grated",FALSO,,,,,,
72276,5419,salad,green,,FALSO,,,,,,
72277,5419,bread,crusty,,FALSO,,,,,,
72278,5420,egg,1 free-range,,FALSO,,,,,,
72279,5420,breadcrumbs,75g/2�oz white,,FALSO,,,,,,
72280,5420,paprika,pinch,,FALSO,,,,,,
72281,5420,white fish,250g/9oz firm,"such as hake or cod, cut into bite-sized strips",FALSO,,,,,,
72282,5420,vegetable oil,1 tbsp,,FALSO,,,,,,
72283,5420,salt,,,VERDADEIRO,,,,,,
72284,5420,mayonnaise,2 tbsp,,FALSO,,,,,,
72285,5420,curry powder,� tsp,,FALSO,,,,,,
72286,5420,lemon,squeeze of, juice,FALSO,,,,,,
72287,5420,pitta breads,4 wholemeal,,FALSO,,,,,,
72288,5420,Cos lettuce,1," or baby gem, leaves torn into pieces",FALSO,,,,,,
72289,5421,plain flour,115g/4oz,,FALSO,,,,,,
72290,5421,salt,large pinch of,,FALSO,,,,,,
72291,5421,black pepper,freshly ground,,FALSO,,,,,,
72292,5421,eggs,4 large free-range,,FALSO,,,,,,
72293,5421,milk,300ml/� pint,,FALSO,,,,,,
72294,5421,thyme,2 tbsp/30g fresh, leaves,FALSO,,,,,,
72295,5421,vegetarian sausages,"8 good quality pork, beef or",,FALSO,,,,,,
72296,5421,Dijon mustard,2 tbsp/30g,,FALSO,,,,,,
72297,5421,beef dripping,2 tbsp/30g of, or white vegetable fat for vegetarians,FALSO,,,,,,
72298,5421,butter,knob of,to serve,FALSO,,,,,,
72299,5422,honey,170g/6oz clear,,FALSO,,,,,,
72300,5422,butter,140g/5oz,,FALSO,,,,,,
72301,5422,sugar,85g/3oz light muscovado,,FALSO,,,,,,
72302,5422,eggs,2,beaten,FALSO,,,,,,
72303,5422,flour,200g/7oz self raising,sieved,FALSO,,,,,,
72304,5422,water,,,FALSO,,,,,,
72305,5422,icing sugar,55g/2oz,,FALSO,,,,,,
72306,5422,honey,1 tbsp clear,,FALSO,,,,,,
72307,5422,hot water,,,FALSO,,,,,,
72308,5423,eggs,3 free-range,,FALSO,,,,,,
72309,5423,sugar,130g/4�oz,,FALSO,,,,,,
72310,5423,plain flour,200g/7oz,,FALSO,,,,,,
72311,5423,baking powder,10g/�oz,,FALSO,,,,,,
72312,5423,lemon,1 unwaxed,finely grated zest only,FALSO,,,,,,
72313,5423,honey,20g/�oz,,FALSO,,,,,,
72314,5423,milk,4 tbsp,,FALSO,,,,,,
72315,5423,butter,200g/7oz,melted and cooled,FALSO,,,,,,
72316,5423,raspberries,punnet of,,FALSO,,,,,,
72317,5423,icing sugar,,for dusting,FALSO,,,,,,
72318,5423,lemon,1 unwaxed,finely grated zest and juice only,FALSO,,,,,,
72319,5423,salt,pinch of,,FALSO,,,,,,
72320,5423,sugar,40g/1�oz,,FALSO,,,,,,
72321,5423,butter,45g/1�oz,,FALSO,,,,,,
72322,5423,egg yolks,2 free-range,,FALSO,,,,,,
72323,5424,eggs,6 free-range,,FALSO,,,,,,
72324,5424,parsley,1 tbsp dried,,FALSO,,,,,,
72325,5424,garlic,1 tsp, granules,FALSO,,,,,,
72326,5424,salt,� tsp,,VERDADEIRO,,,,,,
72327,5424,black pepper,� tsp,,FALSO,,,,,,
72328,5424,oil,,for frying,FALSO,,,,,,
72329,5424,wraps,6 small tortilla,,FALSO,,,,,,
72330,5424,olives,85g/3oz sliced black, (drained weight from 185g/6�oz jar),FALSO,,,,,,
72331,5424,mushrooms,"100g/3�oz fresh, frozen or tinned button","sliced (optional), defrosted if frozen",FALSO,,,,,,
72332,5424,tomato,6 tsp sun-dried, paste,FALSO,,,,,,
72333,5425,butter,275g/9�oz unsalted,softened,FALSO,,,,,,
72334,5425,brown sugar,275g/9�oz soft light,,FALSO,,,,,,
72335,5425,sugar,225g/8oz granulated,,FALSO,,,,,,
72336,5425,eggs,2 large free-range,,FALSO,,,,,,
72337,5425,vanilla extract,1 tbsp,,FALSO,,,,,,
72338,5425,plain flour,475g/1lb 1oz,,FALSO,,,,,,
72339,5425,baking powder,2 tsp,,FALSO,,,,,,
72340,5425,milk chocolate,300g/10�oz good-quality,chopped roughly into chunks,FALSO,,,,,,
72341,5425,sea salt,,,FALSO,,,,,,
72342,5426,hazelnuts,250g/9oz blanched,,FALSO,,,,,,
72343,5426,caster sugar,300g/10�oz,,FALSO,,,,,,
72344,5426,cornflour,25g/1oz,,FALSO,,,,,,
72345,5426,egg whites,6 large free-range,,FALSO,,,,,,
72346,5426,salt,pinch,,FALSO,,,,,,
72347,5426,chocolate,150g/5�oz plain,"(around 35% cocoa solids), chopped",FALSO,,,,,,
72348,5426,double cream,110ml/3�fl oz,,FALSO,,,,,,
72349,5426,milk,600ml/20fl oz full-fat,,FALSO,,,,,,
72350,5426,egg yolks,3 large free-range,,FALSO,,,,,,
72351,5426,caster sugar,125g/4�oz,,FALSO,,,,,,
72352,5426,coffee essence,2 tbsp Camp,,FALSO,,,,,,
72353,5426,cornflour,50g/1�oz,,FALSO,,,,,,
72354,5426,whipping cream,300ml/10fl oz,,FALSO,,,,,,
72355,5426,caster sugar,50g/1�oz,,FALSO,,,,,,
72356,5426,hazelnuts,36 whole blanched,,FALSO,,,,,,
72357,5426,lemon juice,� tsp,,FALSO,,,,,,
72358,5426,hazelnuts,"100g/3�oz roasted, chopped",,FALSO,,,,,,
72359,5427,pepper,1 yellow,"seeds removed, diced",FALSO,,,,,,
72360,5427,mango,1 small,peeled and diced,FALSO,,,,,,
72361,5427,cherry tomatoes,8,cut into quarters,FALSO,,,,,,
72362,5427,spring onions,3,chopped,FALSO,,,,,,
72363,5427,jalape�o peppers (optional,1 tsp, tsp chopped jalape�o peppers (optional) + chopped,VERDADEIRO,,,,,,
72364,5427,lime,1,juice only,FALSO,,,,,,
72365,5427,salt,,,VERDADEIRO,,,,,,
72366,5427,flour tortillas,4,,FALSO,,,,,,
72367,5427,cheddar,150g/5oz Monterey Jack or," cheese, grated",FALSO,,,,,,
72368,5427,chicken,leftover,"shredded, or other cold meat such as turkey",FALSO,,,,,,
72369,5427,pepper,1 green or red,"seeds removed, finely diced",FALSO,,,,,,
72370,5427,coriander,small handful," leaves, chopped, plus extra to garnish (optional)",FALSO,,,,,,
72371,5427,soured cream,," and guacamole, to serve (optional)",FALSO,,,,,,
72372,5428,oil,1 tbsp groundnut,,FALSO,,,,,,
72373,5428,ginger,"1 tsp grated, peeled fresh root",,FALSO,,,,,,
72374,5428,shiitake mushrooms,100g/3�oz fresh," or soaked porcini mushrooms, sliced, stalks removed",FALSO,,,,,,
72375,5428,bamboo shoots,100g/3�oz tinned,drained and cut into matchsticks,FALSO,,,,,,
72376,5428,water chestnuts,50g/1�oz tinned,"drained, sliced into small strips",FALSO,,,,,,
72377,5428,soy sauce,"2 tbsp low-sodium, light",,FALSO,,,,,,
72378,5428,five-spice powder,1 tbsp Chinese,,FALSO,,,,,,
72379,5428,beansprouts,75g/2�oz,must be very fresh,FALSO,,,,,,
72380,5428,cavolo nero,2 leaves of,"washed, shredded",FALSO,,,,,,
72381,5428,spring onions,2 large,sliced lengthways,FALSO,,,,,,
72382,5428,carrot,1 small,"peeled, cut into matchsticks",FALSO,,,,,,
72383,5428,oyster sauce,1 tbsp of, or vegetarian,FALSO,,,,,,
72384,5428,sesame oil,1 tsp toasted,,FALSO,,,,,,
72385,5428,sea salt,pinch,,FALSO,,,,,,
72386,5428,white pepper,pinch ground,,FALSO,,,,,,
72387,5428,spring roll wrappers,25-30 large," (15x15cm/6x6in square), frozen variety, defrosted (see tip)",FALSO,,,,,,
72388,5428,egg,1 medium free-range,lightly beaten,FALSO,,,,,,
72389,5428,peanut oil,,for deep-frying,FALSO,,,,,,
72390,5428, Thai sweet chilli sauce,,to serve,VERDADEIRO,,,,,,
72391,5429,hollandaise sauce,6 tbsp,,FALSO,,,,,,
72392,5429,eggs,"6 large, very fresh",,FALSO,,,,,,
72393,5429,pancetta,12 slices,grilled until crisp,FALSO,,,,,,
72394,5429,English muffins,3,split in half horizontally,FALSO,,,,,,
72395,5429,butter,a little,,FALSO,,,,,,
72396,5430,fresh coriander,large bunch,,FALSO,,,,,,
72397,5430,vegetable oil,250ml/9fl oz,,FALSO,,,,,,
72398,5430,carrots,2 large,thinly sliced using a mandoline,FALSO,,,,,,
72399,5430,caster sugar,1 tbsp,,FALSO,,,,,,
72400,5430,sherry vinegar,50ml/2oz,,FALSO,,,,,,
72401,5430,sunflower oil,125ml/4�fl oz,,FALSO,,,,,,
72402,5430,soy sauce,dash dark,,FALSO,,,,,,
72403,5430,butter,25g/1oz,,FALSO,,,,,,
72404,5430,curry powder,1 tbsp mild,,FALSO,,,,,,
72405,5430,cumin,1 tsp ground,,FALSO,,,,,,
72406,5430,ground ginger,1 tsp,,FALSO,,,,,,
72407,5430,cinnamon,�, stick,FALSO,,,,,,
72408,5430,cloves,3,,FALSO,,,,,,
72409,5430,coriander seeds,1 tsp,,FALSO,,,,,,
72410,5430,fenugreek,1 tsp, seeds,FALSO,,,,,,
72411,5430,dried chilli,1 tsp, flakes,FALSO,,,,,,
72412,5430,cauliflower,1 large,"root and outer leaves removed, cut into small florets",FALSO,,,,,,
72413,5430,vegetable stock,1 litre/1� pints,,FALSO,,,,,,
72414,5430,butter,1 tbsp,,FALSO,,,,,,
72415,5430,lime juice,dash,,FALSO,,,,,,
72416,5430,sunflower oil,1 tbsp,,FALSO,,,,,,
72417,5430,onion,�,finely chopped,FALSO,,,,,,
72418,5430,garlic,1," clove, finely chopped",FALSO,,,,,,
72419,5430,curry powder,1 tbsp mild,,FALSO,,,,,,
72420,5430,red lentils,200g/7oz,,FALSO,,,,,,
72421,5430,vegetable stock,500ml/17fl oz,warmed,FALSO,,,,,,
72422,5430,chilli,� red,"seeds removed, finely chopped",FALSO,,,,,,
72423,5430,fresh coriander,2 tbsp chopped,,FALSO,,,,,,
