id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
5510,Easy sausage casserole,"Tom Kitchin's sausage casserole has a crunchy topping and is quick, cheap and tasty. This is designed to be a low cost recipe and is suitable for batch cooking.

Try freezing in portion-sized containers � it will keep for up to 2 months.",https://www.bbc.co.uk/food/recipes/sausage_and_butterbean_96450,"how to use up stale bread, back to basics, cheap sausage, bonfire night dinner, budget dinners, cooking with tins, easy british, easy pork, make and freeze, make the most of tins, winter warmers, autumn, easy family dinners, student food, winter, sausage casserole, sausage, dairy free, egg free, pregnancy friendly, Great British Budget Menu",Recipe,10,45,Person,Tom Kitchin,0.00:30:00,0.01:00:00,Main course,British,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
5511,Turkey tortilla soup,"Here�s an unusual way to use up leftover Christmas turkey � a Mexican-influenced soup garnished with baked tortillas and other tasty bits and bobs. 
",https://www.bbc.co.uk/food/recipes/turkey_tortilla_soup_40086,"christmas leftover, christmas soups, hairy bikers' boxing day , hairy bikers' christmas, seriously special soups, spicy soups, christmas, soup, leftover turkey, egg free, nut free, pregnancy friendly, autumn, winter, The Hairy Bikers Home for Christmas",Recipe,2,5,Person,The Hairy Bikers,0.00:30:00,0.01:00:00,Main course,Mexican,Serves 4-6,,[],FALSO
5512,Southern paella ,"This stunning one-pot dish makes a great main meal for a relaxed family gathering, served with your favourite Spanish wine.",https://www.bbc.co.uk/food/recipes/southern_paella_74277,"quick, paella, hake, squid, prawn, mussels, clams, dairy free, egg free, Saturday Kitchen",Recipe,2,5,Person,James Martin,0.00:30:00,0.00:30:00,Main course,Spanish,Serves 6-8,,['http://schema.org/LowLactoseDiet'],FALSO
5513,Panhaggerty,"Pan haggerty is a traditional one-pot wonder or bacon, potatoes and carrots, perfect for warming you up on a cold evening. Or serve as a side with some leftover roast chicken.",https://www.bbc.co.uk/food/recipes/panhaggerty_93163,"quick, 12 family favourites, easter leftovers, hairy bikers' comfort food, retro british, ways to use up potatoes, winter warmers, easy family dinners, father's day, st george's day, winter, gratin, bacon, potato, egg free, gluten free, nut free, pregnancy friendly, winter, spring, autumn, The Hairy Bikers: Mums Know Best",Recipe,11,5,Person,The Hairy Bikers,0.00:30:00,0.00:30:00,Main course,British,Serves 6,,['http://schema.org/GlutenFreeDiet'],FALSO
5514,Vegan hot cross buns ,Vegan hot cross buns... because nobody should be left out at Easter. ,https://www.bbc.co.uk/food/recipes/vegan_hot_cross_buns_43546,"easter baking, vegan easter baking, vegan easter ideas, easter, spring recipes , hot cross buns, dried fruit, dairy free, egg free, pregnancy friendly, vegan, vegetarian",Recipe,7,4.71429E+15,Person,Justine Pattison,0.02:00:00,0.00:30:00,Cakes and baking,British,Makes 12,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5515,Chicken and halloumi filo rolls,This dish makes a great dinner party starter. Serve on a large plater with the salad on the side for sharing.,https://www.bbc.co.uk/food/recipes/chicken_halloumi_and_45727,"spring rolls, chicken leg, halloumi, carrot, nut free, 2007-16",Recipe,,,Person,Silvena Rowe,0.00:30:00,0.01:00:00,Starters & nibbles,,Serves 4,,[],FALSO
5516,Pavlova,"The Hairy Bikers' pavlova recipe uses ripe summer strawberries, but you can try making it with stewed fruits in winter. A great make-ahead dessert that's gluten-free, too.",https://www.bbc.co.uk/food/recipes/pavlova_53849,"british summer fruit, decadent dessert, eurovision party ideas, flexible fruity puddings, fruity desserts, gluten-free dessert recipes , great british puddings, super summer desserts, barbecue, dinner party, father's day, mother's day, pavlova, egg white, strawberry, gluten free, nut free, vegetarian, spring, summer, The Hairy Bikers: Mums Know Best",Recipe,14,5,Person,The Hairy Bikers,0.00:30:00,0.02:00:00,Desserts,,Serves 6,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5517,Blueberry tart (Tarte aux myrtilles),"Rick Stein's blueberry tart recipe, with ground almonds and egg custard is the perfect mix of comforting and refined. The tart is really stuffed with fruit with a very light binding of egg custard.",https://www.bbc.co.uk/food/recipes/bilberry_tart_tarteaux_08943,"frozen berries, fruity desserts, dinner party, fruit tart, blueberry, pregnancy friendly, vegetarian, Rick Stein�s Secret France",Recipe,23,4.26087E+15,Person,Rick Stein,0.02:00:00,0.01:00:00,Desserts,French,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
5518,Frozen elderflower posset ,This frozen dessert is so fragrant and so easy to make: the ingredients are just whipped together and frozen and it doesn�t need churning. Serve with summer berries for the perfect summer dessert.,https://www.bbc.co.uk/food/recipes/frozen_elderflower_07251,"celebrating early summer, egg-free desserts, elderflower cordial collection, frozen berries, irresistible no-cook desserts, mary�s berry, no-cook christmas desserts, roast dinner desserts, barbecue, dinner party, spring recipes , summer dinner, frozen desserts, elderflower, egg free, nut free, pregnancy friendly, vegetarian, Mary Berry Cooks",Recipe,4,425,Person,Mary Berry,0.02:00:00,0.00:00:00,Desserts,British,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
5519,Gin and lime truffles,"Chocolate truffles are deliciously luxurious, easy to make and made even more tempting by a dash of gin and lime.",https://www.bbc.co.uk/food/recipes/gin_and_lime_truffles_65812,"mother's day gifts, christmas, valentine's day, chocolate truffle, dark chocolate, egg free, gluten free, nut free, vegetarian, Sweets Made Simple",Recipe,1,5,Person,Kitty Hope and Mark Greenwood,0.12:00:00,0.00:30:00,Desserts,,Makes 20 truffles,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5520,Pearl couscous,"This side dish is made in minutes, ideal for any barbecue or summer party. The large pearl couscous, also known as Israeli couscous, is actually made from small balls of pasta.",https://www.bbc.co.uk/food/recipes/pearl_couscous_25307,"quick, couscous salad, couscous, dairy free, egg free, nut free, vegan, vegetarian, Hairy Bikers - Chicken & Egg",Recipe,6,5,Person,The Hairy Bikers,0.00:30:00,0.00:30:00,Side dishes,Turkish and Middle Eastern,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5521,Baked white chocolate cheesecake,This classic baked cheesecake with a naughty white chocolate centre is sure to impress your guests.,https://www.bbc.co.uk/food/recipes/whitechocolatecheese_12412,"baked cheesecakes, birthday party, father's day, cheesecake, cream cheese, white chocolate, nut free, vegetarian",Recipe,,,Person,Ben O'Donoghue,0.00:30:00,0.01:00:00,Desserts,American,Serves 8-10,,['http://schema.org/VegetarianDiet'],FALSO
5522,Spiced fish and proper chips with coriander chutney and curried peas,,https://www.bbc.co.uk/food/recipes/spiced_fish_and_proper_94604,"cooking with beer, popular recipes with a twist, turmeric in everything, fish and chips, haddock, self-raising flour, gram flour, split peas, egg free, Family Cooking Showdown",Recipe,1,4,Person,The Gangotra Family,0.12:00:00,0.01:00:00,Main course,Indian,Serves 4,,[],FALSO
5523,Arroz verde,Bring the flavours of the sea to your table with this dish inspired by Rick Stein's trip to Cadiz. ,https://www.bbc.co.uk/food/recipes/arroz_verde_49624,"food for sharing, healthy rice, paella, dairy free, gluten free, nut free, pregnancy friendly, Rick Stein's Long Weekends",Recipe,2,5,Person,Rick Stein,0.00:30:00,0.01:00:00,Main course,Spanish,Serves 4-5,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet']",FALSO
5524,Mary Berry's cheat's cheese sauce,Antony Worrall Thompson adapts Mary Berry's recipe.,https://www.bbc.co.uk/food/recipes/maryberryscheatschee_73830,"quick, cheese sauce, gluten free, nut free, pregnancy friendly, vegetarian, Saturday Kitchen",Recipe,1,4,Person,Antony Worrall Thompson,0.00:30:00,0.00:10:00,Other,British,Serves 4-6,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5525,Budget pigs in blankets ,Using normal sausages and cutting them in half lengthways makes them go further and with the spring onion and bacon they taste extra delicious.,https://www.bbc.co.uk/food/recipes/budget_pigs_in_blankets_82855,"budget christmas dinner, christmas, pork sausages, dairy free, egg free, nut free, pregnancy friendly",Recipe,10,16,Person,Justine Pattison,0.00:30:00,0.01:00:00,Side dishes,British,Serves 6,,['http://schema.org/LowLactoseDiet'],FALSO
5526,Rhubarb crumble and cream,Put on your Sunday best for the comforting taste of rhubarb crumble and Guernsey cream.,https://www.bbc.co.uk/food/recipes/rhubarb_crumble_and_30751,"9 cosy comfort puds, decadent dessert, easy mother's day menu, father's day roast, great british puddings, great british puddings, old-fashioned puddings, retro baking, easter, winter, rhubarb crumble, rhubarb, egg free, nut free, pregnancy friendly, vegetarian, The Good Cook",Recipe,16,4625,Person,Simon Hopkinson,0.00:30:00,0.01:00:00,Desserts,British,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
5527,Corned beef hash with poached eggs,This retro dish is quick and easy to make - lovely for both brunch and dinner. ,https://www.bbc.co.uk/food/recipes/cornedbeefhashwithfr_78048,"quick, eggs for breakfast, father's day brunch, retro british, father's day, mother's day, potato, corned beef, nut free",Recipe,2,35,Person,Momma Cherri,0.00:30:00,0.00:30:00,Brunch,,Serves 4,,[],FALSO
5528,Lemon pavlova,"Ever since my first pav in 'How To Eat', I have been something of a pavaholic. For me, acidity is key. I never understood why anyone would pile sweet fruit on top of something that is essentially � and dreamily � a cross between a marshmallow and a meringue. I had the idea � yes, really � from the actor Michael Sheen. I saw him create a <a href=""http://www.bbc.co.uk/food/recipes/lemon_curd_and_passion_24599""> great pile of lemony pavs</a> on The Great Comic Relief Bake Off, and it inspired me. Diolch Michael (if I may).",https://www.bbc.co.uk/food/recipes/lemon_pavlova_50340,"lemon desserts, decadent dessert, easter at nigella's table, flour-free baking, make-ahead summer desserts, pavlova, lemon, lemon curd, pregnancy friendly, vegetarian, Simply Nigella",Recipe,8,475,Person,Nigella Lawson,0.00:30:00,0.02:00:00,Desserts,,Serves 8-12,,['http://schema.org/VegetarianDiet'],FALSO
5529,Devilled eggs,"While devilled eggs had their moment in the UK � at about the same time the hostess trolley held sway � they are an essential part of the American entertaining tradition. There�s not much that can get me squeezing a fancy-nozzled piping bag, but this recipe � even if mine diverges somewhat � compelled me to. Although they are a bit fiddly to make, they�re not difficult, and they are always a major hit. And I�m talking about genuine enjoyment not ironic amusement. As many as I make, I never have a single one left over.

Equipment: You will need a piping bag fitted with a star nozzle. 
",https://www.bbc.co.uk/food/recipes/devilled_eggs_96275,"quick, new year's sharing, nigella's christmas, nigella's nye party food, retro british, vegetarian christmas canap�s, christmas, egg, Tabasco, nut free, pregnancy friendly, vegetarian, Nigella: At My Table",Recipe,6,4.16667E+15,Person,Nigella Lawson,0.00:30:00,0.00:30:00,Starters & nibbles,,Makes 18,,['http://schema.org/VegetarianDiet'],FALSO
5530,Rick Stein's tiramisu,"Why, you may ask, do we need another recipe for tiramisu? It is now as common as apple crumble. But I was particularly taken by this one in Venice, which had elevated the pudding to a fine-dining level simply by putting it in a cocktail glass and using a whisked fatless sponge.",https://www.bbc.co.uk/food/recipes/rick_steins_tiramisu_18785,"decadent dessert, christmas desserts, tiramisu, mascarpone, nut free, vegetarian, Rick Stein: From Venice to Istanbul",Recipe,,,Person,Rick Stein,0.12:00:00,0.00:30:00,Desserts,Italian,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
5531,Homemade mince pies,Mince pies with homemade mincemeat and pastry.  Add a grating of orange zest to your pastry for a unique flavour. ,https://www.bbc.co.uk/food/recipes/mince_pies_16839,"christmas baking, classic christmas, christmas, mince pies, raisins, nut free, vegetarian",Recipe,10,44,Person,Thane Prince,0.12:00:00,0.01:00:00,Cakes and baking,British,Makes 12 mince pies (plus leftover mincemeat),,['http://schema.org/VegetarianDiet'],FALSO
5532,Healthy scrambled eggs,"Scrambled eggs are made extra special by adding smoked salmon. Serve with fresh watercress and grilled vine tomatoes for a more filling breakfast.

As part of an <a href=""http://www.bbc.co.uk/food/collections/intermittent_dieting_recipes"">Intermittent diet</a> plan 1 serving provides your daily salty food.

Each serving provides 263kcal, 21g protein, 10g carbohydrates (of which 10g sugars), 14g fat (of which 3.5g saturates), 4g fibre and 1g salt.",https://www.bbc.co.uk/food/recipes/scrambled_egg_with_15456,"quick, healthy filling breakfasts, breakfast in bed, brunch club , diabetes, food to eat after exercise, food to fuel exercise, low-calorie breakfasts, healthy breakfasts, healthy salmon, 5:2 diet, 5:2 diet plan day 3, healthy diet plans, mother's day, valentine's day, scrambled eggs, egg, smoked salmon, healthy, nut free",Recipe,6,5,Person,Justine Pattison,0.00:30:00,0.00:10:00,Brunch,,Serves 2,"{'calories': '263kcal', 'carbohydrateContent': '10g', 'fatContent': '14g', 'fiberContent': '4g', 'proteinContent': '21g', 'saturatedFatContent': '3.5g', 'sugarContent': '10g'}",['http://schema.org/LowCalorieDiet'],FALSO
5533,Mini beef Wellington tartlets,"Mary Berry's miniature beef-and-horseradish tartlets are perfect as Christmas party canap�s. 

Equipment and preparation: for this recipe you will need a 24-hole mini muffin tin or two 12-hole ones. 

Each serving provides 35kcal, 1.5g protein, 3g carbohydrate (of which 0.7g sugars), 2g fat (of which 0.8g saturates), 0.1g fibre and 0.1g salt.
",https://www.bbc.co.uk/food/recipes/mini_beef_wellington_18819,"quick, christmas starters, mary berry's christmas, new year's sharing, christmas party food, christmas, party food, canap�s, fillet of beef, horseradish sauce, egg free, healthy, nut free, Mary Berry's Absolute Christmas Favourites",Recipe,4,4,Person,Mary Berry,0.00:30:00,0.00:10:00,Starters & nibbles,British,Makes 24,"{'calories': '35kcal', 'carbohydrateContent': '3g', 'fatContent': '2g', 'fiberContent': '0.1g', 'proteinContent': '1.5g', 'saturatedFatContent': '0.8g', 'sugarContent': '0.7g'}",['http://schema.org/LowCalorieDiet'],FALSO
5534,Egg and bacon pie,"Egg and bacon is a match made in heaven. This pie from The Hairy Bikers is quick, easy and delicious served warm or cold.",https://www.bbc.co.uk/food/recipes/egg_and_bacon_pie_09677,"easy as pie, filling pies, ve day baking, st george's day, winter, pie, bacon, egg, nut free, pregnancy friendly, The Hairy Bikers: Mums Know Best",Recipe,8,4375,Person,The Hairy Bikers,0.00:30:00,0.01:00:00,Main course,British,Serves 4,,[],FALSO
5535,Fish moilee ,"A rich and luxurious fish curry on the table in just half an hour - what more could you want?! This one is made with white fish, so even fussy eaters will love it.
",https://www.bbc.co.uk/food/recipes/malaysian-style_fish_67115,"quick, fish curry, fish curry, white fish, dairy free, egg free, gluten free, pregnancy friendly, Ready Steady Cook",Recipe,3,5,Person,Romy Gill,0.00:30:00,0.00:30:00,Main course,Indian,Serves 2,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet']",FALSO
5536,Chocolate reflection cake,"A dazzling cake that's perfect for any celebration. The cake itself is easy to make, so you can put your efforts into the icing glaze. 

Equipment: You will need 2 loose-bottomed cake tins, 20cm/8in wide.",https://www.bbc.co.uk/food/recipes/chocolate_reflection_23487,"9 easter cakes you have to make, the best chocolate cakes, easter baking, excellent easter chocolate , cake, nut free, pregnancy friendly, Mary Berry Everyday",Recipe,7,4.28571E+15,Person,Mary Berry,0.00:30:00,0.02:00:00,Cakes and baking,,Serves 10,,[],FALSO
5537,Traditional simnel cake,"This traditional Easter fruit cake is topped with 11 spheres of homemade marzipan, representing all the Apostles, minus Judus. Decorate with a wide yellow ribbon.",https://www.bbc.co.uk/food/recipes/simnel_cake_80464,"easter, simnel cake, dried fruit, vegetarian, Hairy Bikers' Best of British",Recipe,4,475,Person,The Hairy Bikers,0.00:30:00,0.02:00:00,Cakes and baking,British,Serves 10-12,,['http://schema.org/VegetarianDiet'],FALSO
5538,Savoury gruy�re and courgette muffins,This easy brunch recipe is great for using up a glut of courgettes. Try serving these savoury muffins with scrambled eggs and bacon.,https://www.bbc.co.uk/food/recipes/gruyere_and_courgette_61507,"quick, totally moreish muffins, get creative with courgettes, brilliant brunch, lunch, picnic, summer dinner, muffins, courgette, gruy�re, nut free, pregnancy friendly, vegetarian, Something for the Weekend",Recipe,7,4.71429E+15,Person,Simon Rimmer,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 5 large muffins,,['http://schema.org/VegetarianDiet'],FALSO
5539,St Clement�s cake with mulled wine syrup and cranberries,"�Oranges and lemons rang the bells of St Clements�. We can�t sing the praises enough of this Christmassy citrus cake.

Equipment and preparation: you will need 23cm/9in round springform cake tin and a clean sheet of muslin.",https://www.bbc.co.uk/food/recipes/st_clements_cake_with_96717,"christmas, cake, clementine, vegetarian, Christmas Kitchen",Recipe,,,Person,Lawrence Keogh,0.00:30:00,0.02:00:00,Cakes and baking,,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
5540,Vegan coconut macaroons,"These vegan coconut taste bombs are also good for gluten-free and dairy-free diets.

One macaroon provides 55 kcal, 0.7g protein, 3g carbohydrate (of which 1.8g sugars), 4.5g fat (of which 4g saturates), 1.3g fibre and 0.1g salt. 
",https://www.bbc.co.uk/food/recipes/chewy_coconut_macaroons_69782,"quick, 200-calorie snacks, vegan bakes, egg and flour free treats, gluten-free picnic , reduced sugar bakes, summery snacks, afternoon tea, birthday party, mother's day, veganuary, macaroon, desiccated coconut, dairy free, egg free, gluten free, healthy, pregnancy friendly, vegan, vegetarian",Recipe,7,4.28571E+15,Person,Hemsley + Hemsley,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 16,"{'calories': '55kcal', 'carbohydrateContent': '3g', 'fatContent': '4.5g', 'fiberContent': '1.3g', 'proteinContent': '0.7g', 'saturatedFatContent': '4g', 'sugarContent': '1.8g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5541,Victoria sponge with strawberry jam,Afternoon tea wouldn't be complete without a traditional English Victoria sponge cake. ,https://www.bbc.co.uk/food/recipes/victoriaspongewithst_90309,"quick, easy cakes for mother�s day, st george's day, Victoria sponge, nut free, pregnancy friendly, vegetarian",Recipe,5,5,Person,Lesley Waters,0.00:30:00,0.00:30:00,Cakes and baking,British,8,,['http://schema.org/VegetarianDiet'],FALSO
5542,Chocolate traybake with feather icing,"Mary Berry's chocolate traybake is topped with a milk chocolate icing feathered with white chocolate. This is a great cake to share for a birthday party. Decorate it as you like - try topping it with sweets, chopped chocolate bars or marshmallows!

Equipment and preparation: you will need a small piping bag and a 30x23cm/12x9in traybake tin greased and base lined with baking parchment.
",https://www.bbc.co.uk/food/recipes/chocolate_tray_bake_with_69567,"quick, the best chocolate cakes, bake sale ideas, creative bakes, excellent easter chocolate , the best cake, quick chocolate, retro baking, traybake cakes, traybakes, afternoon tea, birthday party, father's day, chocolate cake, milk chocolate, nut free, pregnancy friendly, vegetarian, Mary Berry Cooks",Recipe,28,425,Person,Mary Berry,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 21 slices,,['http://schema.org/VegetarianDiet'],FALSO
5543,Kids� veggie slaw,Graters are fine for children to use but please do supervise them as graters can be really sharp. This sweet and fruity slaw can be served as a salad or you can add some natural yoghurt or a little mayonnaise for more traditional coleslaw to serve with barbecued burgers or chicken.,https://www.bbc.co.uk/food/recipes/kids_veggie_slaw_73791,"quick, easy recipes for kids, children's tea party ideas, egg-free children's party, healthy student packed lunches, kid's picnic, super seeds, recipes for kids, coleslaw, carrot, beetroot, apple, egg free, gluten free, healthy, pregnancy friendly, vegetarian",Recipe,1,5,Person,Jo Ingleby,0.00:30:00,0.00:00:00,Side dishes,,Serves 4,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
5544,Baked beans with bubble and squeak hash browns,"Take your baked beans and hash browns up a level with salty pancetta, rich porcini mushrooms, and umami paste.",https://www.bbc.co.uk/food/recipes/baked_beans_with_bubble_72371,"egg-free brunch, the best brunch, autumn, father's day, winter, floury potato, pancetta, savoy cabbage, porcini, pancetta, egg free, Family Cooking Showdown",Recipe,2,3,Person,The Pigott Family  ,0.00:30:00,0.02:00:00,Brunch,British,Serves 4,,[],FALSO
5545,Cranberry and grape focaccia,"Grapes soaked in red wine top this unusual focaccia studded with dried cranberries.

Equipment and preparation: You will need a 25cm/10in well-sealed springform tin.
",https://www.bbc.co.uk/food/recipes/cranberry_focaccia_22878,"christmas, focaccia, dairy free, egg free, nut free, vegetarian, The Best Christmas Food Ever",Recipe,1,5,Person,Catherine Fulvio,0.02:00:00,0.01:00:00,Side dishes,,Makes 1 round loaf,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
5546,Peanut butter brownies,"These peanut butter brownies were a happy accident, as they are free of any added sugar they aren't as squidgy as a 'normal' brownies, but very virtuous. Use the best quality peanut butter you can find � or even make your own � it will really make a difference. ",https://www.bbc.co.uk/food/recipes/gluten-_and_dairy-free_16983,"quick, bake sale ideas, brownies for everyone, dairy-free and chocolatey, easy brownie, father's day cakes , gluten-free baking, gluten-free christmas, mother's day gifts, perfect peanut butter, birthday party, father's day, party food, Brownie, chocolate, dairy free, gluten free, pregnancy friendly, vegetarian, Top of the Shop with Tom Kerridge",Recipe,8,35,Person,Jason & Linzi Brown,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 9 brownies,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5547,How to make icing,Six simple steps to the perfect buttercream frosting for your cupcakes. It makes a delicious icing for cakes too! ,https://www.bbc.co.uk/food/recipes/how_to_make_icing_04669,"quick, easy cake, how to make cakes, buttercream icing, butter, egg free, gluten free, nut free, pregnancy friendly, vegetarian",Recipe,5,42,Person,Stacie Stewart,0.00:30:00,0.00:00:00,Cakes and baking,,Makes enough for 6 cupcakes,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5548,Two-step buttercream,Dan Lepard's buttercream is firm and easy to pipe and decorate with. The baking margarine help the mixture to cream well without splitting and holds it firmer at room temperature than if only butter is used.,https://www.bbc.co.uk/food/recipes/two-step_buttercream_19730,"quick, birthday party, icing, icing sugar, egg free, nut free, pregnancy friendly, vegetarian",Recipe,1,1,Person,Dan Lepard,0.00:30:00,0.00:00:00,Cakes and baking,,Makes enough to layer and cover one 20cm/8in round birthday cake,,['http://schema.org/VegetarianDiet'],FALSO
5549,Persian noodle soup,"Herbs, pulses, noodles, spinach and soured cream combine in this Iranian comfort food dish, topped with deeply caramelised onions.",https://www.bbc.co.uk/food/recipes/persian_noodle_soup_76589,"filling soups, full of beans , high-fibre meals, iron rich, modern middle east, persian, noodle soup, linguine, nut free, pregnancy friendly, vegetarian, Nigel Slater's Middle East",Recipe,13,3.92308E+15,Person,Nigel Slater,0.00:30:00,0.01:00:00,Light meals & snacks,Turkish and Middle Eastern,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
5550,�Dirty� veggie starter platter,"This vegetarian platter makes an excellent starter dish and feels surprisingly decadent, given it is mostly made of vegetables! The halloumi fries are particularly good.",https://www.bbc.co.uk/food/recipes/dirty_veggie_starter_89235,"quick, street food, vegetarian christmas, veggie fast food , party food, vegetarian, Top of the Shop with Tom Kerridge",Recipe,1,5,Person,Joe Florek,0.00:30:00,0.00:30:00,Starters & nibbles,,Serves 6,,['http://schema.org/VegetarianDiet'],FALSO
5551,Gluten-free pitta bread,"Speckled with oniony nigella seeds, this gluten-free flatbread is great with dips such as hummus and taramasalata or to wrap falafel or kebab. A handy recipe to have in your repertoire.",https://www.bbc.co.uk/food/recipes/gluten-free_pitta_bread_09625,"easy picnic bakes, gluten-free bread, pitta pockets, pitta bread, dairy free, gluten free, nut free, pregnancy friendly, vegetarian, The Great British Bake Off",Recipe,5,32,Person,Paul Hollywood,0.02:00:00,0.00:30:00,Cakes and baking,,Makes 12 pittas,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
5552,Steamed Cantonese-style fish with spicy noodles,This delicious recipe is healthy and low fat without compromising on flavour.,https://www.bbc.co.uk/food/recipes/steamedcantonesestyl_66273,"quick, chinese new year, fish, dairy free, healthy, pregnancy friendly, summer, autumn, Saturday Kitchen",Recipe,4,3,Person,Ken Hom,0.00:30:00,0.00:30:00,Main course,Chinese,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/LowCalorieDiet']",FALSO
5553,Vegetable paella ,"This vegetarian paella uses mainly store cupboard ingredients, including roasted red peppers, chargrilled artichokes and black olives, all from a jar.

Each serving provides 293 kcal, 6g protein, 38g carbohydrates (of which 6g sugars), 9.5g fat (of which 1.5g saturates), 6g fibre and 1.5g salt.
",https://www.bbc.co.uk/food/recipes/veggie_paella_29921,"festival, five-a-day favourites, healthy mediterranean , fresh vegetarian, everyday vegetarian, father's day, mother's day, summer dinner, veganuary, paella, rice, pepper, dairy free, egg free, nut free, vegan, vegetarian",Recipe,16,41875,Person,Justine Pattison,0.00:30:00,0.01:00:00,Main course,Spanish,Serves 4,"{'calories': '293kcal', 'carbohydrateContent': '38g', 'fatContent': '9.5g', 'fiberContent': '6g', 'proteinContent': '6g', 'saturatedFatContent': '1.5g', 'sugarContent': '6g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
5554,Saffron-braised kid with hummus,This slow-cooked kid goat is braised with saffron and other spices and makes a great Sunday lunch alternative. ,https://www.bbc.co.uk/food/recipes/saffron-braised_kid_with_93055,"casserole, goat, dairy free, egg free, pregnancy friendly, Saturday Kitchen Best Bites",Recipe,,,Person,Matt Tebbutt,0.00:30:00,0.02:00:00,Main course,,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
5555,Paul Hollywood's ciabatta,"Ciabatta dough is extremely wet, so difficult to make by hand, but if you have a freestanding mixer it's simple. Don't be tempted to add more flour or rush the prove as it will spoil the the texture of the finished loaf.

Equipment and preparation: for this recipe you will need a freestanding mixer with a dough hook attachment and a 3 litre/5�pint square plastic container with a lid.",https://www.bbc.co.uk/food/recipes/easy_ciabatta_98431,"ciabatta, white bread, dairy free, egg free, nut free, pregnancy friendly, vegetarian, The Great British Bake Off",Recipe,10,44,Person,Paul Hollywood,0.02:00:00,0.01:00:00,Cakes and baking,Italian,Makes 4 small loaves,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
5556,"Salmon, crab fregola, lemon curd, and 'granola'","A creative blend of flavours from chef Matt Gillan, with a granola made from deep-fried black rice and pumpkin seeds.",https://www.bbc.co.uk/food/recipes/salmon_crab_fregola_12334,"salmon, Saturday Kitchen Best Bites",Recipe,,,Person,Matt Gillan,0.01:00:00,0.01:00:00,Light meals & snacks,,Serves 4,,[],FALSO
5557,Salmon in puff pastry,"You're going to need a generous amount of puff pastry to make this showstopping salmon centrepiece. Stuffed with wild rice and mushrooms, it's worthy of the Christmas spotlight.",https://www.bbc.co.uk/food/recipes/salmonencroute_90282,"salmon en croute, salmon, nut free",Recipe,2,5,Person,Lesley Waters,0.01:00:00,0.01:00:00,Main course,,Serves 6,,[],FALSO
5558,Rabbit and pancetta pot pies,"I kept rabbits as a child and I was so distraught when a fox ate them, I didn�t eat rabbit until my thirties! I�ve found it makes a great pie filling when combined with a little pancetta, to balance its leanness. Make this warming, hearty dish during autumn and winter when you�ll really appreciate it and rabbit is at its best.

Equipment and preparation: you will need four individual pie dishes. ",https://www.bbc.co.uk/food/recipes/rabbit_and_pancetta_pot_66675,"winter, pie, rabbit, nut free, Paul Hollywood's Pies & Puds",Recipe,1,5,Person,Paul Hollywood,0.00:30:00,0.02:00:00,Main course,,Serves 4,,[],FALSO
